Image File,Replaced Feature Indices,Original Latent Values,Replaced (Median) Values
town7_005508.png,"13, 25, 45, 106, 24, 19, 16, 78, 82, 4","0.9802251, -0.69696385, -2.3524978, -0.53706324, -0.5506915, 2.111301, 1.6167982, -0.07654527, 2.5442822, 2.0643344","-0.46999565, -0.15588233, -0.375064, 0.10639665, -0.36390463, 1.109619, 0.35479787, -0.0933437, 0.26073596, 0.55283475"
town7_005582.png,"13, 25, 45, 106, 24, 114, 18, 78, 73, 82, 68","1.5271524, -0.43516627, -2.5587525, 0.1549267, 0.15497687, -0.7191044, 0.5122665, 0.26153216, 1.291268, 2.200764, 2.9053001","-0.46999565, -0.15588233, -0.375064, 0.10639665, -0.36390463, 0.15379539, -0.48548484, -0.0933437, 0.7272418, 0.26073596, -0.72544944"
town7_005612.png,"13, 25, 45","-1.0115447, 1.3297751, 0.32845727","-0.46999565, -0.15588233, -0.375064"
town7_005613.png,"13, 25, 45, 18, 4, 31, 16, 114, 106, 118, 32, 98, 103, 78, 55, 75, 15, 71","-0.59886104, 1.035603, 0.35162967, -1.9461089, 2.2623634, 0.12511106, -0.604301, 0.52983713, 1.4084364, -0.64750564, -0.87881285, -0.2769127, 1.9729956, -0.35647655, -0.023691818, 1.0712168, 0.6595886, 1.3863661","-0.46999565, -0.15588233, -0.375064, -0.48548484, 0.55283475, 0.11364317, 0.35479787, 0.15379539, 0.10639665, -0.37865162, -0.00081614964, 0.32579216, 0.1530613, -0.0933437, 0.1364678, 0.6283645, -0.4501086, -0.16604048"
town7_005616.png,"13, 18","-2.3680055, -1.6997803","-0.46999565, -0.48548484"
town7_005650.png,"13, 18, 45, 25, 4, 114","-0.22250947, -0.4704858, 0.07340652, 0.8535012, 3.2512026, 0.86307424","-0.46999565, -0.48548484, -0.375064, -0.15588233, 0.55283475, 0.15379539"
town7_005651.png,"13, 45, 25, 18, 114, 4, 42, 106, 11, 68, 117, 16, 0, 24, 103, 15, 92, 118, 82, 31, 123, 71, 19, 73, 28, 58, 94, 78, 62, 121, 53, 87, 75, 32, 90, 56, 55, 57, 40, 50, 77, 8, 98, 96, 27, 54, 14, 125, 65, 6, 26, 10, 127, 20, 110, 120, 88, 46, 107","0.23393503, -0.051646188, 0.74052995, -0.15402754, 0.16842876, 3.6853814, -1.4564766, 0.96963334, -0.6877162, 0.12693517, -1.1060926, 0.1221146, 0.30071184, 0.37851045, 2.864445, -2.1717844, -0.102817595, -0.743247, 2.7536314, -0.35345414, 0.7236899, 0.85374147, 1.4662136, 0.17764866, -1.1664681, 0.65485245, -2.0638223, -0.56645995, -0.36082458, -0.14651518, 2.641773, -0.4559465, 0.33357626, -1.9207636, -0.65924966, -0.6593247, 0.2015616, 0.72311187, 0.85792536, -1.3085785, 1.3174845, 1.6164404, 0.22732271, -1.0171186, -0.8683289, -0.75183254, -0.20159155, -0.13607362, 0.09974499, 1.7181402, 0.25844973, 0.83716804, -1.6909379, -0.16554785, -1.1867642, 0.5202713, -1.6340027, -0.5314848, 1.7391753","-0.46999565, -0.375064, -0.15588233, -0.48548484, 0.15379539, 0.55283475, -0.4263797, 0.10639665, -0.12836362, -0.72544944, 0.09155205, 0.35479787, -0.10394335, -0.36390463, 0.1530613, -0.4501086, 0.18834338, -0.37865162, 0.26073596, 0.11364317, -0.4034174, -0.16604048, 1.109619, 0.7272418, -0.013912097, -0.1265516, -0.2617772, -0.0933437, -0.5546942, 0.08665311, -0.08456107, -0.16165099, 0.6283645, -0.00081614964, 0.010356359, -0.4149109, 0.1364678, 0.02738389, -0.44911847, 0.12891746, 0.3301296, 0.2050743, 0.32579216, 0.15095592, -0.3174376, -1.0197315, -0.47592828, 0.1854067, -0.27995336, 0.59702635, -0.16939524, -0.13561094, -0.65790457, -0.094660535, -0.69423443, -0.8295667, -0.28094766, -0.22312966, 0.31505376"
town7_005666.png,"13, 25, 31, 18, 45, 19, 98, 87, 16, 114, 90, 32, 0, 92, 68, 117","0.62700844, 0.44527173, 1.5820447, -2.777789, -0.24297696, 2.7122235, 0.37161934, 1.7393603, 2.232801, 0.28158122, -0.6799829, 1.5497087, -0.13021702, 0.95036966, -3.1381564, 1.7857269","-0.46999565, -0.15588233, 0.11364317, -0.48548484, -0.375064, 1.109619, 0.32579216, -0.16165099, 0.35479787, 0.15379539, 0.010356359, -0.00081614964, -0.10394335, 0.18834338, -0.72544944, 0.09155205"
town7_005727.png,"92, 31, 13, 16, 90, 19, 25, 68, 117, 45, 32, 3","-2.207812, 0.25243527, 1.0173509, 1.0918379, 0.4109629, 0.72642684, -0.114181176, 1.0294932, 1.980826, 0.9462038, 1.8758628, 3.5702643","0.18834338, 0.11364317, -0.46999565, 0.35479787, 0.010356359, 1.109619, -0.15588233, -0.72544944, 0.09155205, -0.375064, -0.00081614964, -0.15164003"
town7_005729.png,"13, 18, 25, 31, 114, 32, 45, 16, 90, 19, 118, 68, 73, 92, 78, 98, 106, 9, 14, 123, 117, 127, 4, 5, 125, 54","1.6240503, -0.85100687, -0.7151629, -0.7970905, -0.0076335073, 2.4933896, 0.74575794, 0.73074114, -0.8264539, 0.24483341, -1.6881465, 0.70829, -1.5663841, -2.204063, 0.05339539, -0.7699943, 1.1823504, -0.5783833, 1.81229, -1.0636365, 1.1289495, -0.7299543, -4.0931244, -0.46909416, -0.6144961, -1.9608963","-0.46999565, -0.48548484, -0.15588233, 0.11364317, 0.15379539, -0.00081614964, -0.375064, 0.35479787, 0.010356359, 1.109619, -0.37865162, -0.72544944, 0.7272418, 0.18834338, -0.0933437, 0.32579216, 0.10639665, 0.6035311, -0.47592828, -0.4034174, 0.09155205, -0.65790457, 0.55283475, -0.2609601, 0.1854067, -1.0197315"
town7_005774.png,"18, 13, 31, 45, 114, 68, 118, 92, 25, 90, 4","-1.6468525, -0.2449459, 0.73627484, -0.65293837, 0.72828984, 1.2754023, 0.34429938, 0.5324099, 0.83840734, 0.3406086, 2.1222017","-0.48548484, -0.46999565, 0.11364317, -0.375064, 0.15379539, -0.72544944, -0.37865162, 0.18834338, -0.15588233, 0.010356359, 0.55283475"
town7_005802.png,"13, 18, 114, 25, 68, 45, 31, 57, 90, 32, 98, 78, 125, 106, 16, 118, 92, 73, 4, 54, 19, 87, 117, 71, 62, 42, 123, 56, 0, 15, 127, 55, 11","-0.25037092, -0.42379713, -0.4747216, 2.2846131, 2.3290634, -0.8420037, -0.7441129, 1.1206163, 0.44502813, -0.24476032, 0.7440166, -2.6758523, 1.2771803, -2.5286472, -1.7661905, 0.7653622, -1.0965362, 1.221938, 2.2582362, -0.423657, -0.6905395, -2.084314, -2.7221122, -1.3894101, -1.3007393, -2.557287, -0.13601387, 1.5795842, -1.8123407, -1.8936752, -1.4825011, -0.18073818, -2.084562","-0.46999565, -0.48548484, 0.15379539, -0.15588233, -0.72544944, -0.375064, 0.11364317, 0.02738389, 0.010356359, -0.00081614964, 0.32579216, -0.0933437, 0.1854067, 0.10639665, 0.35479787, -0.37865162, 0.18834338, 0.7272418, 0.55283475, -1.0197315, 1.109619, -0.16165099, 0.09155205, -0.16604048, -0.5546942, -0.4263797, -0.4034174, -0.4149109, -0.10394335, -0.4501086, -0.65790457, 0.1364678, -0.12836362"
town7_005807.png,"13, 25","0.35752416, 2.0686352","-0.46999565, -0.15588233"
town7_005809.png,"13, 32","0.8533441, 0.43979007","-0.46999565, -0.00081614964"
town7_005850.png,"13, 114, 18, 78, 45, 68, 57, 98, 90, 58, 106, 73","-0.5817359, -0.39609092, -0.24800073, -3.4465656, -2.6622424, 3.1378226, 2.7364037, -0.9462336, 1.5438734, 1.0765522, 0.115608886, 3.670516","-0.46999565, 0.15379539, -0.48548484, -0.0933437, -0.375064, -0.72544944, 0.02738389, 0.32579216, 0.010356359, -0.1265516, 0.10639665, 0.7272418"
town7_005867.png,"13, 114, 68","-0.008953057, -0.47435135, 3.1558466","-0.46999565, 0.15379539, -0.72544944"
town7_006015.png,"24, 68, 13, 31, 45, 92, 42, 114, 25, 32, 82, 117, 106, 16, 62, 58, 3, 11, 78, 103, 73, 19, 88, 77, 0, 120, 110, 4","2.2346904, -0.8814263, -3.6894848, 3.7639241, -1.1371593, 2.0119581, 1.7451088, 2.495532, -1.1178288, -0.17822395, 2.6661162, 0.26676774, 2.1666322, 0.066856146, -0.6727021, 1.0592998, -1.4829476, 3.0718865, -1.3158057, -0.22806878, 3.1735883, 3.8558488, 2.6257632, -0.6239603, -1.5876453, -0.6098298, -0.6780396, 3.848031","-0.36390463, -0.72544944, -0.46999565, 0.11364317, -0.375064, 0.18834338, -0.4263797, 0.15379539, -0.15588233, -0.00081614964, 0.26073596, 0.09155205, 0.10639665, 0.35479787, -0.5546942, -0.1265516, -0.15164003, -0.12836362, -0.0933437, 0.1530613, 0.7272418, 1.109619, -0.28094766, 0.3301296, -0.10394335, -0.8295667, -0.69423443, 0.55283475"
town7_006096.png,13,-2.8143275,-0.46999565
town7_006097.png,"13, 45","-3.2222977, -1.8613126","-0.46999565, -0.375064"
town7_006099.png,"13, 31, 25, 45, 117, 32, 18, 54, 78","-3.699469, 2.5380166, -1.1674325, -1.9774584, -1.0457449, -2.0574868, 0.1163912, -2.9437492, -0.9384978","-0.46999565, 0.11364317, -0.15588233, -0.375064, 0.09155205, -0.00081614964, -0.48548484, -1.0197315, -0.0933437"
town7_006102.png,"13, 31, 32, 25, 45","-3.4402964, 1.8841892, -1.5376924, -1.2015821, -2.2199118","-0.46999565, 0.11364317, -0.00081614964, -0.15588233, -0.375064"
town7_006110.png,"13, 31, 32, 45, 114, 18, 25, 117, 78","-3.5707884, 1.9199531, -1.8017502, -2.532274, 1.2799346, 0.100736946, -1.1227057, -1.4934616, -0.37909046","-0.46999565, 0.11364317, -0.00081614964, -0.375064, 0.15379539, -0.48548484, -0.15588233, 0.09155205, -0.0933437"
town7_006112.png,"13, 31, 45, 114, 18, 25, 32, 78, 117, 68, 90, 118, 4, 106, 54, 98, 24, 19, 57, 16, 103, 82, 73, 58, 123, 125, 127, 88, 92, 62, 87, 38, 42, 11, 15, 1, 50, 20, 27, 5, 29, 101, 56, 28, 77, 71, 53, 94, 26, 8, 14, 9, 6, 110, 47, 55","-3.69177, 1.5025859, -2.6828144, 1.2843692, 0.10736856, -1.2475951, -1.6570313, -0.23321912, -1.4923129, -2.6781294, 1.9508284, 1.6220119, 3.2804945, 0.63233006, -3.147077, -1.4969542, 0.10214743, 3.211006, -1.065717, 0.845193, -0.18440342, 0.75405425, 3.3274438, -1.7056189, 2.3574908, -1.7838391, -2.8180091, 1.8819295, 2.5942593, -0.9951644, 0.6639834, -3.2626734, -1.7449089, 2.3770032, 1.3297989, 3.0981712, 3.1199932, 0.07079418, -2.1793022, 0.73007536, -0.95230037, -0.16648942, 1.2550374, 2.7140913, 0.39398435, -1.374557, -1.9947494, 0.700811, 2.5713003, -1.2838249, -2.5017254, 4.3943415, 0.5169735, -0.033828318, -2.989238, -1.4700067","-0.46999565, 0.11364317, -0.375064, 0.15379539, -0.48548484, -0.15588233, -0.00081614964, -0.0933437, 0.09155205, -0.72544944, 0.010356359, -0.37865162, 0.55283475, 0.10639665, -1.0197315, 0.32579216, -0.36390463, 1.109619, 0.02738389, 0.35479787, 0.1530613, 0.26073596, 0.7272418, -0.1265516, -0.4034174, 0.1854067, -0.65790457, -0.28094766, 0.18834338, -0.5546942, -0.16165099, -0.42594448, -0.4263797, -0.12836362, -0.4501086, 0.005797453, 0.12891746, -0.094660535, -0.3174376, -0.2609601, 0.86721164, -0.16187233, -0.4149109, -0.013912097, 0.3301296, -0.16604048, -0.08456107, -0.2617772, -0.16939524, 0.2050743, -0.47592828, 0.6035311, 0.59702635, -0.69423443, -0.30911452, 0.1364678"
town7_006117.png,"13, 31, 45, 114, 32, 25, 18, 68, 78, 106, 117","-3.4426475, 1.5723089, -2.3539863, 1.3910263, -1.6195195, -1.3852876, -0.23181018, -2.546455, -0.09641424, 0.5562911, -1.4834561","-0.46999565, 0.11364317, -0.375064, 0.15379539, -0.00081614964, -0.15588233, -0.48548484, -0.72544944, -0.0933437, 0.10639665, 0.09155205"
town7_006121.png,"13, 31, 45, 114, 25, 32, 18, 117","-3.5306363, 1.6860695, -2.4838734, 1.0862716, -1.5376318, -1.7896515, -0.04192307, -1.4978582","-0.46999565, 0.11364317, -0.375064, 0.15379539, -0.15588233, -0.00081614964, -0.48548484, 0.09155205"
town7_006122.png,"13, 31, 45, 32, 114, 25, 18, 68","-3.6101089, 1.8341565, -2.3968546, -1.6958131, 1.1932087, -1.624413, 0.0010836646, -2.3368855","-0.46999565, 0.11364317, -0.375064, -0.00081614964, 0.15379539, -0.15588233, -0.48548484, -0.72544944"
town7_006123.png,"13, 31, 45, 32, 114, 25, 18, 117","-3.652549, 1.6913811, -2.5314572, -1.8239777, 1.3015478, -1.4300599, -0.13214335, -1.2683072","-0.46999565, 0.11364317, -0.375064, -0.00081614964, 0.15379539, -0.15588233, -0.48548484, 0.09155205"
town7_006136.png,13,-2.91236,-0.46999565
town7_006163.png,"24, 62, 13, 45, 42, 106, 32, 16, 114, 11, 82, 31, 92, 22, 78, 40, 68, 73, 124, 1, 117, 120, 19, 46, 25, 4, 56, 58, 28, 0, 110, 15, 3, 5, 77, 88, 20, 34, 10, 93, 38, 123","1.4648741, 0.2661971, -1.181809, 2.4099202, 0.6573447, 4.0519547, 1.8910406, 1.3140169, -1.0183545, -1.0079237, 2.3099756, -0.9672457, -0.22193429, 0.86817294, 0.07294504, -0.35853788, 0.21287099, -1.0956445, 0.029636256, 1.381445, 2.4453108, -0.08319708, 2.9322233, 0.26716846, -0.8161678, 2.01095, 0.9695407, 1.4490808, 1.7049721, 0.5715893, 1.3444946, 0.57800865, -1.7326779, 2.7024152, -0.6141948, 1.6266112, 1.3763134, 2.4101985, 1.3326108, 0.37756082, -3.6113513, 3.6999607","-0.36390463, -0.5546942, -0.46999565, -0.375064, -0.4263797, 0.10639665, -0.00081614964, 0.35479787, 0.15379539, -0.12836362, 0.26073596, 0.11364317, 0.18834338, -0.7233548, -0.0933437, -0.44911847, -0.72544944, 0.7272418, -0.12082182, 0.005797453, 0.09155205, -0.8295667, 1.109619, -0.22312966, -0.15588233, 0.55283475, -0.4149109, -0.1265516, -0.013912097, -0.10394335, -0.69423443, -0.4501086, -0.15164003, -0.2609601, 0.3301296, -0.28094766, -0.094660535, -0.68002987, -0.13561094, 0.19767109, -0.42594448, -0.4034174"
town7_006247.png,"13, 32, 114, 92, 31, 68, 18, 25, 14, 24, 42, 45, 73, 90, 117, 78, 98, 103, 11, 110, 106, 19, 10, 3, 88, 0, 62, 28, 16, 4","-1.324097, 0.23020947, 2.3997917, -0.3029813, -0.32228333, 0.49791014, 2.0126278, -1.2310494, -0.31602934, -2.0060987, -0.65914357, -1.3313152, 0.6173192, 1.5406674, -1.5048463, -0.3142546, 1.0824727, -1.2686119, 1.3042662, 3.7710855, -0.053658344, 1.2149855, 4.088622, -2.2763915, 2.8862908, -0.4121451, -2.2956212, 5.284174, 0.13573343, 2.6041656","-0.46999565, -0.00081614964, 0.15379539, 0.18834338, 0.11364317, -0.72544944, -0.48548484, -0.15588233, -0.47592828, -0.36390463, -0.4263797, -0.375064, 0.7272418, 0.010356359, 0.09155205, -0.0933437, 0.32579216, 0.1530613, -0.12836362, -0.69423443, 0.10639665, 1.109619, -0.13561094, -0.15164003, -0.28094766, -0.10394335, -0.5546942, -0.013912097, 0.35479787, 0.55283475"
town7_006256.png,"13, 45, 114, 68","0.4400772, 0.45077556, 1.87768, 2.1782444","-0.46999565, -0.375064, 0.15379539, -0.72544944"
town7_006258.png,"13, 45, 92, 114, 24, 16, 68, 25, 42, 32, 19, 82, 31, 18, 62, 106, 117, 4","-2.312854, 0.26797265, 1.2007184, 1.6703032, 1.6890243, -1.0607182, 2.692872, -2.0055552, -1.2207648, 0.84131366, 1.3845162, 3.3139057, 1.0380167, -0.99077535, 0.42111236, 2.0984066, 1.7094443, 6.11674","-0.46999565, -0.375064, 0.18834338, 0.15379539, -0.36390463, 0.35479787, -0.72544944, -0.15588233, -0.4263797, -0.00081614964, 1.109619, 0.26073596, 0.11364317, -0.48548484, -0.5546942, 0.10639665, 0.09155205, 0.55283475"
town7_006263.png,"13, 92, 25, 42, 45, 31, 68, 32, 19, 117, 16, 24, 106, 82, 114, 73, 18, 78, 3, 56, 11, 90, 46, 28, 14, 62, 103, 87","-0.84190613, 2.2218494, -2.334891, -0.75435483, -1.252011, 1.264384, 1.9216828, 1.6610726, -0.4597476, -1.3734868, -0.026014492, 1.0788474, 0.1666396, 1.1809624, 1.2230248, -0.33466434, -0.32973295, 1.961155, 0.28905234, 0.09643829, 0.7816647, 1.167342, 3.0790286, 2.0773122, -1.7202551, 0.8885181, -0.23580158, 3.9229379","-0.46999565, 0.18834338, -0.15588233, -0.4263797, -0.375064, 0.11364317, -0.72544944, -0.00081614964, 1.109619, 0.09155205, 0.35479787, -0.36390463, 0.10639665, 0.26073596, 0.15379539, 0.7272418, -0.48548484, -0.0933437, -0.15164003, -0.4149109, -0.12836362, 0.010356359, -0.22312966, -0.013912097, -0.47592828, -0.5546942, 0.1530613, -0.16165099"
town7_006265.png,"13, 31, 25, 68, 45, 16, 114, 19, 18, 3, 92, 42, 117, 87, 78, 32, 90, 24, 62, 106, 82, 4","-2.2517107, 3.168752, -1.5553725, 1.2011334, -1.2318102, -0.34032404, 1.2037125, 0.8971659, -1.5426171, 0.1586735, 2.2316484, -0.38445547, -0.07088068, 0.73847705, 0.042534746, -0.46409282, 0.92202044, 1.2145169, 0.5732483, 0.9978337, 2.4850762, 5.4084506","-0.46999565, 0.11364317, -0.15588233, -0.72544944, -0.375064, 0.35479787, 0.15379539, 1.109619, -0.48548484, -0.15164003, 0.18834338, -0.4263797, 0.09155205, -0.16165099, -0.0933437, -0.00081614964, 0.010356359, -0.36390463, -0.5546942, 0.10639665, 0.26073596, 0.55283475"
town7_006272.png,"13, 45","-0.8385571, 1.6056633","-0.46999565, -0.375064"
town7_006286.png,"24, 13, 32, 25, 42, 11, 45, 46, 82, 73, 106, 62, 68, 19, 114, 78, 40, 31, 92, 16, 93, 120, 22, 124, 0, 4, 1, 77, 28, 56, 88, 110, 3, 15, 94, 58, 117, 91, 18, 41, 34, 127, 96, 35, 20","0.4271078, 0.18738672, 1.5353369, -2.3086452, 0.2680478, 2.8527164, 0.27458337, -0.3153769, 2.926372, 1.8085845, 2.2597766, 0.050252855, -1.1258672, 2.7797503, 0.19560236, 0.25254953, 0.45691627, 1.8902936, 0.47098023, 2.0493445, 1.9663718, -2.7642207, -0.0065625347, 2.861545, -1.3850441, 2.3344357, 2.169439, 1.0083607, 1.4674903, 0.52147794, 2.0430715, -1.5702195, -0.5053745, 1.4102303, -0.33352733, 0.19059369, 3.294331, -0.6398359, -0.24515042, 1.7965946, 0.543785, 0.034470245, 2.0137405, 1.9496299, 1.9782462","-0.36390463, -0.46999565, -0.00081614964, -0.15588233, -0.4263797, -0.12836362, -0.375064, -0.22312966, 0.26073596, 0.7272418, 0.10639665, -0.5546942, -0.72544944, 1.109619, 0.15379539, -0.0933437, -0.44911847, 0.11364317, 0.18834338, 0.35479787, 0.19767109, -0.8295667, -0.7233548, -0.12082182, -0.10394335, 0.55283475, 0.005797453, 0.3301296, -0.013912097, -0.4149109, -0.28094766, -0.69423443, -0.15164003, -0.4501086, -0.2617772, -0.1265516, 0.09155205, 0.21297407, -0.48548484, -0.052084185, -0.68002987, -0.65790457, 0.15095592, -0.14945891, -0.094660535"
town7_006312.png,"13, 25, 32, 19, 114, 78, 73, 106","0.49002224, -2.5643249, 1.1454654, 0.6649979, 0.050636582, 2.3664758, 1.1876917, 2.8641133","-0.46999565, -0.15588233, -0.00081614964, 1.109619, 0.15379539, -0.0933437, 0.7272418, 0.10639665"
town7_006315.png,"13, 114, 18","1.3334631, -0.21931827, 1.2614245","-0.46999565, 0.15379539, -0.48548484"
town7_006316.png,"13, 92, 114, 19, 25, 45, 42, 68, 18, 32, 106, 14, 117, 31, 11, 103, 110, 0, 3, 16, 29, 24, 28, 4, 58, 10, 5, 123, 55, 87, 73, 90, 125, 22, 118, 78, 46, 71, 47, 15, 127, 83","0.6291533, -1.6379375, -1.7269421, 0.8376245, -3.313651, -2.0770853, -0.32065576, 1.6713488, 0.76787865, 0.59510887, 2.28641, -1.5660504, -0.93272465, -0.078801304, 1.1732124, 1.185096, 1.6027914, -1.1574526, -0.6411011, -0.46190777, 1.3894652, -1.3259557, 1.7801476, 2.3828087, 0.19570959, 1.8128794, 0.8798099, 0.531948, 1.1955429, 1.9146574, -0.3248175, -1.8159676, 1.5986011, 3.3981097, 0.98009855, 1.4109411, -1.457992, 1.5314102, 4.3745985, 0.1942285, -0.46446314, 2.097924","-0.46999565, 0.18834338, 0.15379539, 1.109619, -0.15588233, -0.375064, -0.4263797, -0.72544944, -0.48548484, -0.00081614964, 0.10639665, -0.47592828, 0.09155205, 0.11364317, -0.12836362, 0.1530613, -0.69423443, -0.10394335, -0.15164003, 0.35479787, 0.86721164, -0.36390463, -0.013912097, 0.55283475, -0.1265516, -0.13561094, -0.2609601, -0.4034174, 0.1364678, -0.16165099, 0.7272418, 0.010356359, 0.1854067, -0.7233548, -0.37865162, -0.0933437, -0.22312966, -0.16604048, -0.30911452, -0.4501086, -0.65790457, -0.67913777"
town7_006327.png,"92, 42, 24, 68, 31, 3, 45, 13, 11, 19, 25, 82, 32, 46, 16, 22, 62, 28, 110, 114, 117, 58, 88, 120, 106, 73, 40, 33, 10, 96, 91, 78, 94, 34, 83, 14, 124, 77, 4, 1, 84, 5","2.2357755, 0.18506145, -0.20271343, 2.1388264, 2.3842556, 0.45279223, -1.6010032, 0.65535104, 1.3250386, 2.5497367, -3.0617476, 3.466412, 0.9880158, -2.179607, 0.47761184, 2.7663455, -1.8671159, 0.69131815, -0.3642402, 0.695585, -0.31239793, 0.7492896, 0.99978465, -2.3607886, 1.4648286, 3.1433003, 0.44033498, -1.4882853, 2.0434735, -1.4084498, -4.011653, -0.6903656, 3.432776, 1.4651688, 0.8460764, -0.26315588, 4.008892, -0.5742515, 2.9005752, -0.107327335, -0.8074128, 3.5092866","0.18834338, -0.4263797, -0.36390463, -0.72544944, 0.11364317, -0.15164003, -0.375064, -0.46999565, -0.12836362, 1.109619, -0.15588233, 0.26073596, -0.00081614964, -0.22312966, 0.35479787, -0.7233548, -0.5546942, -0.013912097, -0.69423443, 0.15379539, 0.09155205, -0.1265516, -0.28094766, -0.8295667, 0.10639665, 0.7272418, -0.44911847, -0.30946982, -0.13561094, 0.15095592, 0.21297407, -0.0933437, -0.2617772, -0.68002987, -0.67913777, -0.47592828, -0.12082182, 0.3301296, 0.55283475, 0.005797453, 0.24552503, -0.2609601"
town7_006333.png,"114, 13, 68, 127, 31, 45, 25, 57, 0, 16, 18, 32, 73, 42, 58, 78, 19, 88, 11, 94, 92, 87, 98, 29, 90, 115, 22, 20, 24, 34, 124, 54, 110, 26, 47, 27, 106, 35, 55, 28, 75, 123, 103, 4, 14, 3, 118, 77, 82, 117, 46, 5, 1, 62, 41, 125, 101, 9, 71, 91, 60, 8, 40, 102, 96, 49, 43, 36","1.1580726, 0.2966506, -1.7134975, 0.029708717, 1.4980896, -0.07097578, -1.8427161, 1.6910998, -2.5946934, 1.3438935, 1.4994442, 0.15494557, 2.5382206, 0.9783474, 0.89960593, 0.6913196, 0.284211, 0.29617578, 1.2019633, 3.8909059, 2.1802812, 0.6847169, 0.46499878, -1.8004935, -0.5419687, -2.1025634, -1.4589489, -0.16721582, -0.892666, 0.22040835, 1.5825157, -1.1145865, -1.3991337, -0.25796172, 0.87880343, 0.69398177, -0.99781317, 0.8955324, 0.04449401, 0.06432484, 1.0156046, -1.554101, -1.5401146, 0.82271445, 0.18806739, -1.7305509, 3.7027488, 0.19529472, 1.4033256, -2.102333, -2.2035007, 0.19778842, 0.11474861, -1.8306146, 0.2583424, 0.6551392, 0.23972881, 2.505557, -0.35392946, -0.87584263, 1.4421141, -1.2685167, -1.3413962, -0.4792377, -1.5906103, 1.8357604, 1.139725, 0.43983975","0.15379539, -0.46999565, -0.72544944, -0.65790457, 0.11364317, -0.375064, -0.15588233, 0.02738389, -0.10394335, 0.35479787, -0.48548484, -0.00081614964, 0.7272418, -0.4263797, -0.1265516, -0.0933437, 1.109619, -0.28094766, -0.12836362, -0.2617772, 0.18834338, -0.16165099, 0.32579216, 0.86721164, 0.010356359, -0.25953263, -0.7233548, -0.094660535, -0.36390463, -0.68002987, -0.12082182, -1.0197315, -0.69423443, -0.16939524, -0.30911452, -0.3174376, 0.10639665, -0.14945891, 0.1364678, -0.013912097, 0.6283645, -0.4034174, 0.1530613, 0.55283475, -0.47592828, -0.15164003, -0.37865162, 0.3301296, 0.26073596, 0.09155205, -0.22312966, -0.2609601, 0.005797453, -0.5546942, -0.052084185, 0.1854067, -0.16187233, 0.6035311, -0.16604048, 0.21297407, 0.33489347, 0.2050743, -0.44911847, -0.28494564, 0.15095592, 0.20886245, 0.016164623, -0.7332276"
town7_006390.png,"31, 98, 25, 18, 13, 45, 106, 123, 78, 16, 32, 19, 73, 4, 118, 87, 54, 55, 90, 92, 5, 3, 36, 114, 26","-1.4125602, 0.89514357, 1.0374309, -0.1340416, 1.613841, -0.27466786, -0.5719287, 0.081582054, -0.22063078, 0.83139026, -1.0112725, 0.22340101, -0.4116863, -1.5841972, 2.3921182, 1.6977835, 0.5847491, 0.053698584, -0.46478647, 1.8429302, 1.3224896, -0.4131487, -1.0139595, -2.3379712, 4.094729","0.11364317, 0.32579216, -0.15588233, -0.48548484, -0.46999565, -0.375064, 0.10639665, -0.4034174, -0.0933437, 0.35479787, -0.00081614964, 1.109619, 0.7272418, 0.55283475, -0.37865162, -0.16165099, -1.0197315, 0.1364678, 0.010356359, 0.18834338, -0.2609601, -0.15164003, -0.7332276, 0.15379539, -0.16939524"
town7_006392.png,"25, 98, 31, 45, 18, 13, 0, 106, 16, 55, 78, 19, 73, 123, 87, 118, 4, 32, 127, 114, 90, 5, 101, 75, 35, 3, 27, 92, 94, 124, 54, 26, 8, 42, 68, 20, 93, 103, 14","1.4235487, 1.1989242, -1.1979619, -0.32347405, 0.016108647, 2.0037344, 0.885227, -0.59466827, 0.1115706, 0.31037322, 0.122374564, 0.018185675, -0.27835244, 0.540028, 1.535746, 2.3472402, -1.2944764, -1.1415942, 0.655886, -2.4187298, -0.24120694, 1.5455803, -1.9259136, 1.0087994, 0.78189075, -0.599925, -0.112914465, 1.9769094, -1.1653152, -0.49849728, 0.5723336, 3.935726, 1.0823905, -0.22211194, -2.0788338, 0.67499334, -0.2660737, 1.8306865, 3.2270663","-0.15588233, 0.32579216, 0.11364317, -0.375064, -0.48548484, -0.46999565, -0.10394335, 0.10639665, 0.35479787, 0.1364678, -0.0933437, 1.109619, 0.7272418, -0.4034174, -0.16165099, -0.37865162, 0.55283475, -0.00081614964, -0.65790457, 0.15379539, 0.010356359, -0.2609601, -0.16187233, 0.6283645, -0.14945891, -0.15164003, -0.3174376, 0.18834338, -0.2617772, -0.12082182, -1.0197315, -0.16939524, 0.2050743, -0.4263797, -0.72544944, -0.094660535, 0.19767109, 0.1530613, -0.47592828"
