Image File,Replaced Feature Indices,Original Latent Values,Replaced (Median) Values
town7_001462.png,13,-1.6440017,-0.46999565
town7_001471.png,"13, 31, 114, 90, 32, 78, 125, 57, 4, 29, 9, 98, 92, 117, 68, 19, 25, 87, 18, 16, 62, 26, 82, 118, 24, 106, 54, 101, 73, 49, 123, 88, 3, 45, 66, 1, 56, 11, 20, 71, 103, 44, 0, 35, 22, 50, 127, 83, 36, 67, 14, 6, 27, 94, 28, 47, 8, 63, 10, 100, 7, 110, 46","-0.9393121, -1.0937307, -0.64301586, 2.5168982, 1.0851221, -1.5757792, 0.34615767, 0.8369405, 0.96869373, 2.266117, 1.4604384, -0.7943238, 0.036131017, -1.7665813, 2.0291257, 0.23932861, -0.72940177, 1.2208607, 1.0699412, 1.3007115, -2.6708755, -2.00291, -0.009754106, 1.4053543, 1.2851632, -1.5757444, -0.36117604, 0.9192485, 0.28768888, 0.035352416, 0.977789, 1.9084834, -0.9371459, -1.5064437, -0.76321924, 1.3791171, -1.6023811, -2.8317919, -1.016114, -1.0177362, -0.7536661, 0.58589906, 1.6502202, 0.055386335, 1.4278237, 2.644404, -2.970845, -0.6361178, -1.9872787, 2.1003468, -3.4408965, -0.16686122, -2.1216486, 2.2263541, 3.386673, 0.85690093, 0.4819477, -0.05002064, 1.0295836, 0.9160459, 0.4459223, 2.0526652, 1.0506604","-0.46999565, 0.11364317, 0.15379539, 0.010356359, -0.00081614964, -0.0933437, 0.1854067, 0.02738389, 0.55283475, 0.86721164, 0.6035311, 0.32579216, 0.18834338, 0.09155205, -0.72544944, 1.109619, -0.15588233, -0.16165099, -0.48548484, 0.35479787, -0.5546942, -0.16939524, 0.26073596, -0.37865162, -0.36390463, 0.10639665, -1.0197315, -0.16187233, 0.7272418, 0.20886245, -0.4034174, -0.28094766, -0.15164003, -0.375064, -0.4869386, 0.005797453, -0.4149109, -0.12836362, -0.094660535, -0.16604048, 0.1530613, 0.012444355, -0.10394335, -0.14945891, -0.7233548, 0.12891746, -0.65790457, -0.67913777, -0.7332276, 0.99148583, -0.47592828, 0.59702635, -0.3174376, -0.2617772, -0.013912097, -0.30911452, 0.2050743, 0.19147578, -0.13561094, 0.073621884, 0.11623812, -0.69423443, -0.22312966"
town7_001498.png,"31, 25, 19, 45, 13, 118, 92, 87, 98, 73, 90, 16, 18, 8, 26, 114, 78, 68, 75, 42, 54, 5, 117, 125, 123, 3, 94, 32, 0, 106, 4, 127, 103, 55, 49, 27, 35, 124, 101, 57, 28, 20, 36, 71, 14, 11","2.5655308, -0.94231206, 2.6426651, 0.12568721, -0.95713174, -0.36145598, 1.8873718, 1.6210809, 0.49383628, 1.0955445, -1.1722369, 1.111051, -1.1927898, 1.0810404, 1.2828602, 0.7494745, 0.9609875, -1.8586993, 0.91159075, 0.82869416, 0.15703344, 8.717179e-06, -0.34907594, -0.19528756, -0.91273236, 0.4775883, -1.50156, 0.7188657, -1.3492295, -0.10676892, 1.1814941, 0.49173892, 1.5006287, 0.630174, 1.3559725, 0.53712195, 0.9879818, 1.08424, -1.2143551, 0.82754827, -2.2585442, -0.787053, -0.15971349, 0.47930363, 0.48024392, 1.3753835","0.11364317, -0.15588233, 1.109619, -0.375064, -0.46999565, -0.37865162, 0.18834338, -0.16165099, 0.32579216, 0.7272418, 0.010356359, 0.35479787, -0.48548484, 0.2050743, -0.16939524, 0.15379539, -0.0933437, -0.72544944, 0.6283645, -0.4263797, -1.0197315, -0.2609601, 0.09155205, 0.1854067, -0.4034174, -0.15164003, -0.2617772, -0.00081614964, -0.10394335, 0.10639665, 0.55283475, -0.65790457, 0.1530613, 0.1364678, 0.20886245, -0.3174376, -0.14945891, -0.12082182, -0.16187233, 0.02738389, -0.013912097, -0.094660535, -0.7332276, -0.16604048, -0.47592828, -0.12836362"
town7_001505.png,"31, 13, 90, 18, 117, 98, 92, 125, 123, 19, 87, 25, 118, 54, 16, 78, 45, 114, 106, 73, 3, 68, 0, 49, 32, 35, 42, 26, 103, 4, 8, 29, 124, 101, 5, 27, 36, 57, 127, 28, 100, 14, 9, 11, 75, 10","2.4913359, -1.6493154, -1.028844, -2.4821303, -0.7520169, 1.1658201, 1.18952, -0.21633504, -1.238656, 1.7387626, 3.6842525, -1.5121716, -0.41243628, -0.7044024, 1.7205659, 2.2006795, -0.6394572, 0.5258095, 1.182004, 0.8202033, 0.8250455, -1.86117, -1.0405927, 1.2211746, 1.9655768, 1.5444494, -0.7267217, 2.029366, 2.064805, -0.32437485, -0.12588137, 0.47826108, 0.61422956, 1.1119841, -0.2995394, -0.78608745, -0.5073478, 0.19122057, 0.6460829, -2.4664383, -0.96382034, 0.63498867, 2.1447687, -0.38234863, 0.33947226, 0.93364847","0.11364317, -0.46999565, 0.010356359, -0.48548484, 0.09155205, 0.32579216, 0.18834338, 0.1854067, -0.4034174, 1.109619, -0.16165099, -0.15588233, -0.37865162, -1.0197315, 0.35479787, -0.0933437, -0.375064, 0.15379539, 0.10639665, 0.7272418, -0.15164003, -0.72544944, -0.10394335, 0.20886245, -0.00081614964, -0.14945891, -0.4263797, -0.16939524, 0.1530613, 0.55283475, 0.2050743, 0.86721164, -0.12082182, -0.16187233, -0.2609601, -0.3174376, -0.7332276, 0.02738389, -0.65790457, -0.013912097, 0.073621884, -0.47592828, 0.6035311, -0.12836362, 0.6283645, -0.13561094"
town7_001506.png,"25, 31, 87, 45, 19, 13, 117, 16, 92, 68, 42, 26, 90, 73, 3, 20, 35, 88, 0, 98, 118, 114, 124, 106, 123, 7, 75, 24, 28, 54, 94, 46, 32, 78, 8, 49, 56, 29, 127, 18, 27, 11, 14, 4, 91, 62, 77, 22, 125, 47, 93, 5, 23, 110, 83, 15, 67, 58, 36, 71, 9, 97, 101, 103","-1.1841629, 2.1752481, 3.0982711, -0.4682786, 1.3711551, -0.7635126, -1.1851894, 1.6173646, 1.3125937, -1.1681012, -0.35644838, 1.6453408, -0.6025317, 1.1303157, 0.55840826, -0.23131569, 1.3438985, -0.67159903, -0.6907131, 1.6816282, -0.016005851, 0.8118808, -0.080315664, 0.9173276, -1.3408732, 0.22517848, 0.18069285, -1.1759764, -1.7992985, 0.2324384, -2.167057, 0.004575908, 1.191614, 1.3996248, 0.21184868, 0.78513527, -1.6989549, -0.62617147, 0.34582502, -1.8275073, -0.8963352, 0.5514302, -0.19781853, 1.0471636, -1.0588384, -0.2213456, 2.0388362, 0.10241954, -0.059039876, -0.67967165, -0.41271004, -0.4058195, -0.3580651, -2.7673178, -1.0809844, -2.8620913, 1.774848, -2.888223, -0.17875537, 1.0266082, 2.9153666, -1.8425204, 0.4089494, 1.7671809","-0.15588233, 0.11364317, -0.16165099, -0.375064, 1.109619, -0.46999565, 0.09155205, 0.35479787, 0.18834338, -0.72544944, -0.4263797, -0.16939524, 0.010356359, 0.7272418, -0.15164003, -0.094660535, -0.14945891, -0.28094766, -0.10394335, 0.32579216, -0.37865162, 0.15379539, -0.12082182, 0.10639665, -0.4034174, 0.11623812, 0.6283645, -0.36390463, -0.013912097, -1.0197315, -0.2617772, -0.22312966, -0.00081614964, -0.0933437, 0.2050743, 0.20886245, -0.4149109, 0.86721164, -0.65790457, -0.48548484, -0.3174376, -0.12836362, -0.47592828, 0.55283475, 0.21297407, -0.5546942, 0.3301296, -0.7233548, 0.1854067, -0.30911452, 0.19767109, -0.2609601, 0.09227347, -0.69423443, -0.67913777, -0.4501086, 0.99148583, -0.1265516, -0.7332276, -0.16604048, 0.6035311, -0.026136465, -0.16187233, 0.1530613"
town7_001516.png,"13, 31, 45, 19, 25, 18, 114, 118, 87, 78, 117, 92, 98, 16","-0.3932008, 2.282348, 0.327598, 3.8364613, -0.7283503, -1.8036327, -0.16953005, -0.69005287, 2.0579317, 1.1009132, 0.5934408, 1.3377355, 1.5540594, 2.3234332","-0.46999565, 0.11364317, -0.375064, 1.109619, -0.15588233, -0.48548484, 0.15379539, -0.37865162, -0.16165099, -0.0933437, 0.09155205, 0.18834338, 0.32579216, 0.35479787"
town7_001524.png,"25, 13, 98, 32, 45, 90, 118, 78, 114, 31, 73, 19, 4, 18, 68, 75, 117, 123, 0, 92, 54, 106, 87, 103, 94, 71, 16, 93, 8, 35, 5, 3, 27, 101, 41, 20, 42, 67, 100, 77, 56, 7, 24, 124, 15, 69, 57, 9, 110, 125, 50, 26, 62, 127, 55, 11, 66, 46, 49, 60, 88, 91, 82, 36","-0.22324976, -0.45547652, 1.9182141, 0.834458, 0.5624536, -1.0255195, -1.3373327, 1.0741224, 0.7734683, 1.0997725, 0.6641917, 1.6830012, 1.3144617, -0.97637975, -0.47037292, 0.8699482, -0.6774536, -1.7508199, 0.81532604, 1.1846503, 0.58023024, 0.40917903, 0.70030737, 0.37416708, -2.5309649, 1.1208692, 1.2262018, -0.45230818, 0.82077056, 1.1786842, -0.65022993, 0.42212227, -1.45025, -1.6324571, -0.11442886, 0.8172147, 0.18973434, 0.82128704, 1.1009867, 1.3626432, -2.4676995, -0.66631716, -0.53497857, 0.3218819, -3.0860438, 1.5008392, 1.7137177, 2.2852392, -2.5133536, -0.864637, -1.4811826, 1.2349142, -0.10766436, 1.0333732, -0.16325232, 0.9520524, 0.054316707, -0.72203994, -0.22897254, 0.60066456, -1.2339956, -1.1131475, 2.7059104, 0.17071559","-0.15588233, -0.46999565, 0.32579216, -0.00081614964, -0.375064, 0.010356359, -0.37865162, -0.0933437, 0.15379539, 0.11364317, 0.7272418, 1.109619, 0.55283475, -0.48548484, -0.72544944, 0.6283645, 0.09155205, -0.4034174, -0.10394335, 0.18834338, -1.0197315, 0.10639665, -0.16165099, 0.1530613, -0.2617772, -0.16604048, 0.35479787, 0.19767109, 0.2050743, -0.14945891, -0.2609601, -0.15164003, -0.3174376, -0.16187233, -0.052084185, -0.094660535, -0.4263797, 0.99148583, 0.073621884, 0.3301296, -0.4149109, 0.11623812, -0.36390463, -0.12082182, -0.4501086, 0.3626676, 0.02738389, 0.6035311, -0.69423443, 0.1854067, 0.12891746, -0.16939524, -0.5546942, -0.65790457, 0.1364678, -0.12836362, -0.4869386, -0.22312966, 0.20886245, 0.33489347, -0.28094766, 0.21297407, 0.26073596, -0.7332276"
town7_001528.png,"13, 25, 78, 45, 31, 98","-0.60003036, 0.16152322, 0.89557725, -0.039362926, 1.3112565, 2.1456861","-0.46999565, -0.15588233, -0.0933437, -0.375064, 0.11364317, 0.32579216"
town7_001529.png,"25, 13, 45, 18, 31, 118, 98, 4, 90, 32, 78, 19, 54, 114, 0, 117, 123, 73, 75, 16, 94, 87, 106, 8, 68, 5, 71, 56, 103, 101, 3, 92, 27, 26, 24, 20, 67, 93, 77, 11, 35, 49, 100, 57, 42, 9","-0.11938247, -0.31154794, -0.3484483, -1.2243291, 1.4636024, -1.019515, 2.0064073, 0.86479694, -0.77344394, 0.3836461, 0.6337654, 2.0197232, -0.9674356, -0.030246712, 0.48403168, 0.38019267, -1.4901052, 0.1573655, 0.22696425, 0.8136125, -1.011228, 1.2202932, -0.16228238, 2.0250282, -0.9997406, -0.9275569, 0.14801012, -2.0178778, 0.299854, -2.0512445, 0.842317, 1.6840383, -1.5771201, 1.1623636, 0.96833813, 0.046661086, 1.0286914, -0.13448018, 1.161906, 0.8704802, 1.2948809, -0.39173755, 0.22945148, 1.6429789, 0.7296835, 1.4748024","-0.15588233, -0.46999565, -0.375064, -0.48548484, 0.11364317, -0.37865162, 0.32579216, 0.55283475, 0.010356359, -0.00081614964, -0.0933437, 1.109619, -1.0197315, 0.15379539, -0.10394335, 0.09155205, -0.4034174, 0.7272418, 0.6283645, 0.35479787, -0.2617772, -0.16165099, 0.10639665, 0.2050743, -0.72544944, -0.2609601, -0.16604048, -0.4149109, 0.1530613, -0.16187233, -0.15164003, 0.18834338, -0.3174376, -0.16939524, -0.36390463, -0.094660535, 0.99148583, 0.19767109, 0.3301296, -0.12836362, -0.14945891, 0.20886245, 0.073621884, 0.02738389, -0.4263797, 0.6035311"
town7_001574.png,"13, 25, 31, 19, 45, 78, 98, 90, 32, 92, 16, 117, 54, 18, 73, 68, 106, 118, 56, 87, 82, 4, 24, 0, 94, 114, 3, 7, 75, 26, 20, 8","0.002359271, 0.7978854, 2.0919955, 1.9881345, -1.6177745, 1.1015334, 2.5543077, -1.0530524, -1.4569712, 0.68313605, 0.81125146, -0.15180144, -1.2354686, -1.013895, -0.378493, -0.538075, -0.2822929, -1.2248611, -1.766611, 1.3259943, 3.0707178, 0.58445656, 1.4759263, 0.8348417, -0.7034003, 0.14314854, 1.2611972, 2.055098, 0.46037477, 1.4894782, -0.66470027, 1.0551019","-0.46999565, -0.15588233, 0.11364317, 1.109619, -0.375064, -0.0933437, 0.32579216, 0.010356359, -0.00081614964, 0.18834338, 0.35479787, 0.09155205, -1.0197315, -0.48548484, 0.7272418, -0.72544944, 0.10639665, -0.37865162, -0.4149109, -0.16165099, 0.26073596, 0.55283475, -0.36390463, -0.10394335, -0.2617772, 0.15379539, -0.15164003, 0.11623812, 0.6283645, -0.16939524, -0.094660535, 0.2050743"
town7_001592.png,"13, 25, 92, 31, 19, 68, 45, 114, 118, 18, 117, 87, 32, 16, 103, 54, 42, 5, 78, 98","-1.4804513, -0.7199192, 1.1983676, 3.222969, 2.1724336, -0.07567479, 0.029744036, 2.0913932, -1.3488338, -1.492997, -0.96233535, -0.48643386, 0.23311186, 0.7172024, 1.4614577, 0.44052264, 0.8041746, -0.5087155, 0.36608884, 1.7368515","-0.46999565, -0.15588233, 0.18834338, 0.11364317, 1.109619, -0.72544944, -0.375064, 0.15379539, -0.37865162, -0.48548484, 0.09155205, -0.16165099, -0.00081614964, 0.35479787, 0.1530613, -1.0197315, -0.4263797, -0.2609601, -0.0933437, 0.32579216"
town7_001595.png,"118, 31","-0.18236248, 2.9894788","-0.37865162, 0.11364317"
town7_001636.png,"13, 25","1.5140535, 1.1802791","-0.46999565, -0.15588233"
town7_001639.png,"25, 92, 31, 45, 88, 114, 42, 13, 3, 68, 19, 24, 11, 117, 14, 16, 32, 73, 0, 46, 28, 103, 124, 106, 62, 110, 15, 87, 91, 98","0.56955445, 0.1475608, 2.0205011, 0.6744275, -0.52383184, 0.9481393, 1.4778609, 0.18721162, 3.1005633, 1.4124041, 2.944433, -0.53075445, 1.134357, -0.48820752, -0.67684686, 0.48449397, -0.1619702, 0.86446595, 0.48743153, -0.36481816, -1.1906942, 2.1939802, -0.23547286, -0.66331327, -1.2310671, 0.64612913, -1.1250435, 0.15127613, 2.2233312, 2.779263","-0.15588233, 0.18834338, 0.11364317, -0.375064, -0.28094766, 0.15379539, -0.4263797, -0.46999565, -0.15164003, -0.72544944, 1.109619, -0.36390463, -0.12836362, 0.09155205, -0.47592828, 0.35479787, -0.00081614964, 0.7272418, -0.10394335, -0.22312966, -0.013912097, 0.1530613, -0.12082182, 0.10639665, -0.5546942, -0.69423443, -0.4501086, -0.16165099, 0.21297407, 0.32579216"
town7_001655.png,"13, 24, 32, 45, 25, 0, 114, 42, 11, 19, 68, 106, 78, 62, 73, 14","0.8837394, -1.3025404, 0.50519574, -0.011721402, 1.9901994, 0.7465558, -0.26151514, 0.74451566, -0.9860239, 3.8188767, 2.2635086, 1.6484178, -0.64180654, -1.9801146, 1.6659093, 1.4492472","-0.46999565, -0.36390463, -0.00081614964, -0.375064, -0.15588233, -0.10394335, 0.15379539, -0.4263797, -0.12836362, 1.109619, -0.72544944, 0.10639665, -0.0933437, -0.5546942, 0.7272418, -0.47592828"
town7_001686.png,13,-1.8760794,-0.46999565
town7_001782.png,"13, 45, 24, 68, 25, 114, 92, 18, 4","-0.54916096, 0.40282947, -0.34393692, 1.6230795, -0.2789207, 2.6398263, 2.2785573, -0.77756107, 4.2547793","-0.46999565, -0.375064, -0.36390463, -0.72544944, -0.15588233, 0.15379539, 0.18834338, -0.48548484, 0.55283475"
town7_001822.png,"13, 18","-0.04069421, 0.43163586","-0.46999565, -0.48548484"
town7_001832.png,,,
town7_001833.png,"13, 106, 114, 45, 4, 78, 18, 25, 73, 16, 68, 90, 15, 118, 62, 127, 98, 32, 92, 58, 31, 24, 5, 20, 117, 125, 55, 123, 56, 11, 103, 40, 71, 0, 14, 41, 57, 54, 124","-0.57691133, 0.09251259, -0.58710885, 1.8338604, -3.1093597, -0.29734898, 0.35106838, -0.08703743, -0.488388, 0.6360936, -3.646989, 3.0971463, 0.7565901, 0.6989935, 0.32025275, -0.33533582, 0.092363894, -0.66691715, -1.6423538, 0.24074605, -2.9551063, -0.60611975, 0.3002865, 0.8450551, 1.6245201, 0.91366005, -0.27551064, 3.5397162, -1.4941659, -1.350385, -0.93386453, -3.261352, -2.2595897, 3.526944, -2.7774637, -0.28837022, -1.8901963, -2.1291125, -2.559999","-0.46999565, 0.10639665, 0.15379539, -0.375064, 0.55283475, -0.0933437, -0.48548484, -0.15588233, 0.7272418, 0.35479787, -0.72544944, 0.010356359, -0.4501086, -0.37865162, -0.5546942, -0.65790457, 0.32579216, -0.00081614964, 0.18834338, -0.1265516, 0.11364317, -0.36390463, -0.2609601, -0.094660535, 0.09155205, 0.1854067, 0.1364678, -0.4034174, -0.4149109, -0.12836362, 0.1530613, -0.44911847, -0.16604048, -0.10394335, -0.47592828, -0.052084185, 0.02738389, -1.0197315, -0.12082182"
town7_001834.png,"13, 78, 114, 18, 25, 45, 106, 4, 98, 118, 68, 73, 32, 90, 16, 123, 31, 92, 0, 5, 127, 57, 101, 54, 19, 56, 14, 15, 117, 125, 71, 55, 24, 87","-0.8931407, -0.63368285, -0.3564751, -0.035084277, -0.26926365, 0.20302016, -0.31205893, -1.4066739, 0.15989326, 0.12864044, -3.3186588, -0.099874586, 0.0026008785, 2.7816494, -0.120425396, 4.046427, -3.377769, -1.1132617, 1.800259, -0.5167465, -1.3896834, -2.0272686, 0.2528736, -1.7630863, -1.6327425, -1.0084677, -2.4262342, -0.06635461, 1.005656, 1.0385431, -1.4383059, -0.30344924, -0.5510541, -3.6732335","-0.46999565, -0.0933437, 0.15379539, -0.48548484, -0.15588233, -0.375064, 0.10639665, 0.55283475, 0.32579216, -0.37865162, -0.72544944, 0.7272418, -0.00081614964, 0.010356359, 0.35479787, -0.4034174, 0.11364317, 0.18834338, -0.10394335, -0.2609601, -0.65790457, 0.02738389, -0.16187233, -1.0197315, 1.109619, -0.4149109, -0.47592828, -0.4501086, 0.09155205, 0.1854067, -0.16604048, 0.1364678, -0.36390463, -0.16165099"
town7_001843.png,"13, 114, 4, 25, 45, 78, 106, 18, 16, 73, 90, 68, 31, 32, 118, 123, 5, 98, 127, 0, 15, 71, 24, 103, 54, 117, 101, 57, 92, 55, 124, 14, 94, 56, 19, 50, 102, 87, 125, 62, 11, 41, 66, 40","-0.81943935, -0.058498144, -0.8043117, -0.85789704, 0.389145, -1.2278824, -0.524863, -0.46638104, -0.13255718, -0.22469096, 2.337756, -3.40403, -3.682421, -0.17712021, -0.39597684, 4.7904634, -0.09828056, -0.43106675, -2.5182734, 1.191011, -0.21658386, -1.1440518, -0.79220706, -0.37168652, -2.0422583, 1.3424944, -0.4328884, -1.9351223, -0.7710577, -0.09533171, -1.262869, -2.752792, -1.0964568, -0.70143795, -1.4392834, 2.422858, -2.724553, -3.7754197, 0.9483282, -0.0035703331, -0.831071, -1.0229325, -0.43714476, -3.5465844","-0.46999565, 0.15379539, 0.55283475, -0.15588233, -0.375064, -0.0933437, 0.10639665, -0.48548484, 0.35479787, 0.7272418, 0.010356359, -0.72544944, 0.11364317, -0.00081614964, -0.37865162, -0.4034174, -0.2609601, 0.32579216, -0.65790457, -0.10394335, -0.4501086, -0.16604048, -0.36390463, 0.1530613, -1.0197315, 0.09155205, -0.16187233, 0.02738389, 0.18834338, 0.1364678, -0.12082182, -0.47592828, -0.2617772, -0.4149109, 1.109619, 0.12891746, -0.28494564, -0.16165099, 0.1854067, -0.5546942, -0.12836362, -0.052084185, -0.4869386, -0.44911847"
town7_001856.png,"13, 114, 18, 78, 4, 25, 98, 90, 45, 68, 106, 118, 73, 31, 123, 32, 0, 16, 57, 127, 101, 117, 87, 5, 54, 29, 92, 71, 19, 100, 55, 15, 125, 103, 20, 94, 14, 24, 124, 82, 36, 102","-0.32775527, -0.38661808, -0.26027584, -1.2495925, -0.5803608, -0.94051206, -0.24520315, 2.2450256, -0.08299343, -3.4965808, -0.75416505, -0.61989295, -0.14679356, -4.0243855, 4.569982, -0.5762279, 1.142032, -0.6107538, -1.6743753, -2.5325322, 0.12405885, 1.0127062, -3.731272, 0.09052776, -1.774683, 1.4855939, -0.16588765, -1.3423454, -1.6896393, 1.400664, 0.049031176, -0.09131931, 0.9434105, -0.6133336, 1.0751004, -0.6589625, -2.7001991, -0.9562052, -1.5078931, 0.31880057, -2.4197373, -3.0515673","-0.46999565, 0.15379539, -0.48548484, -0.0933437, 0.55283475, -0.15588233, 0.32579216, 0.010356359, -0.375064, -0.72544944, 0.10639665, -0.37865162, 0.7272418, 0.11364317, -0.4034174, -0.00081614964, -0.10394335, 0.35479787, 0.02738389, -0.65790457, -0.16187233, 0.09155205, -0.16165099, -0.2609601, -1.0197315, 0.86721164, 0.18834338, -0.16604048, 1.109619, 0.073621884, 0.1364678, -0.4501086, 0.1854067, 0.1530613, -0.094660535, -0.2617772, -0.47592828, -0.36390463, -0.12082182, 0.26073596, -0.7332276, -0.28494564"
town7_001871.png,"13, 114, 78, 18, 106, 4, 25, 45, 118, 32, 90, 98, 68, 73, 123, 31, 117, 54, 101, 57, 92, 5, 19, 71, 125, 0, 16, 15, 103, 14, 55, 127, 87, 40, 67, 20, 100, 36, 60, 29, 124, 50, 11, 82, 102, 94, 62, 58, 9, 24, 47, 66, 74, 41, 44, 75, 35, 28, 56, 42, 8, 10, 3, 77","-0.3194535, -0.6700613, -0.59510815, -0.29888296, -0.44147623, -0.8368845, -1.0598166, 0.117980525, -0.26106733, -1.0814352, 2.7704453, 0.05182883, -3.0176866, -0.015523568, 4.494693, -3.6965132, 1.0119908, -1.9383457, -0.08651611, -1.7091938, -0.48086503, 0.18165813, -1.8434708, -1.4633332, 0.5964039, 0.77537894, -0.95283264, -0.17635056, -0.3451182, -2.3063278, -0.1963317, -2.3089087, -3.7664125, -3.4743972, -1.0587136, 1.1943916, 1.3061032, -2.42767, 2.850185, 1.412729, -1.3608265, 2.0528858, -1.1071663, 0.25521347, -3.1485314, -1.1151493, -0.1824772, 0.63322663, 1.3159044, -0.689021, -0.96547383, -0.7647872, -0.87348014, -0.81565297, 1.1743212, 3.0054183, 1.8768522, 1.3599615, -0.9170668, -1.8869251, 1.1761922, -2.928495, -3.249517, -1.5666542","-0.46999565, 0.15379539, -0.0933437, -0.48548484, 0.10639665, 0.55283475, -0.15588233, -0.375064, -0.37865162, -0.00081614964, 0.010356359, 0.32579216, -0.72544944, 0.7272418, -0.4034174, 0.11364317, 0.09155205, -1.0197315, -0.16187233, 0.02738389, 0.18834338, -0.2609601, 1.109619, -0.16604048, 0.1854067, -0.10394335, 0.35479787, -0.4501086, 0.1530613, -0.47592828, 0.1364678, -0.65790457, -0.16165099, -0.44911847, 0.99148583, -0.094660535, 0.073621884, -0.7332276, 0.33489347, 0.86721164, -0.12082182, 0.12891746, -0.12836362, 0.26073596, -0.28494564, -0.2617772, -0.5546942, -0.1265516, 0.6035311, -0.36390463, -0.30911452, -0.4869386, 0.7273235, -0.052084185, 0.012444355, 0.6283645, -0.14945891, -0.013912097, -0.4149109, -0.4263797, 0.2050743, -0.13561094, -0.15164003, 0.3301296"
town7_001876.png,"13, 114, 18, 25, 45, 78, 118, 4, 106, 90, 98, 68, 73, 123, 32, 117, 16, 31, 5, 15, 54, 19, 101, 103, 0, 71, 92, 127, 14, 36, 57, 29, 41, 50, 55, 125, 82, 100, 24, 87, 56, 60, 94, 40, 102, 74, 66, 20, 124, 67, 11, 53, 27, 62, 35, 47, 26, 8, 9, 58, 43, 120, 42, 38, 96","-0.403313, -0.8307045, -0.3925776, -1.2546718, -0.15272203, -1.1292764, -0.4697991, -1.0572935, -0.08213335, 2.5770931, -0.2283927, -3.60541, 0.15692286, 4.1318936, -0.5448846, 1.2486556, -0.5669033, -3.868838, -0.24378064, 0.11047022, -1.5500754, -1.4668258, -0.13921604, -0.19378299, 0.86442304, -1.4143832, -0.8863591, -2.4308958, -2.3356378, -2.4594522, -1.5334924, 1.606731, -0.8011089, 2.250048, -0.36864161, 1.0036306, 0.22274294, 1.4409895, -0.53779906, -3.5046446, -0.8064097, 2.8185382, -0.87031305, -3.5617602, -2.784106, -0.48515782, -0.23224857, 1.3708991, -0.7065095, -0.88936484, -1.1741836, -0.49443328, -1.2160118, -0.13023487, 1.5109793, -0.50914454, -1.4153584, 0.99728405, 1.0787264, 0.6917445, -1.7345536, -0.6695115, -1.8368651, -0.48330453, 2.978521","-0.46999565, 0.15379539, -0.48548484, -0.15588233, -0.375064, -0.0933437, -0.37865162, 0.55283475, 0.10639665, 0.010356359, 0.32579216, -0.72544944, 0.7272418, -0.4034174, -0.00081614964, 0.09155205, 0.35479787, 0.11364317, -0.2609601, -0.4501086, -1.0197315, 1.109619, -0.16187233, 0.1530613, -0.10394335, -0.16604048, 0.18834338, -0.65790457, -0.47592828, -0.7332276, 0.02738389, 0.86721164, -0.052084185, 0.12891746, 0.1364678, 0.1854067, 0.26073596, 0.073621884, -0.36390463, -0.16165099, -0.4149109, 0.33489347, -0.2617772, -0.44911847, -0.28494564, 0.7273235, -0.4869386, -0.094660535, -0.12082182, 0.99148583, -0.12836362, -0.08456107, -0.3174376, -0.5546942, -0.14945891, -0.30911452, -0.16939524, 0.2050743, 0.6035311, -0.1265516, 0.016164623, -0.8295667, -0.4263797, -0.42594448, 0.15095592"
town7_001897.png,"13, 114, 4, 78, 18, 45, 25, 90, 32, 106, 68, 31, 123, 16, 98, 118, 73, 0, 101, 57, 5, 54, 92, 127, 15, 117, 71, 125, 14, 100, 19, 36, 20, 94, 56, 40, 103, 60, 87, 62, 24, 42","-0.11087647, -0.5052934, -0.641803, -1.0546298, -0.21232721, 0.011799175, -1.8794942, 3.1589217, -0.7156441, -0.44616818, -3.2925105, -3.9980206, 4.6744866, -0.47564203, -0.3408394, -0.50550777, 0.25793916, 1.095649, 0.06122691, -1.8281229, 0.04777638, -1.8633778, -0.72852564, -2.378905, -0.4455104, 1.0405251, -1.4687084, 0.9451355, -2.289347, 1.2983706, -1.9614949, -2.5849643, 1.391603, -1.0959462, -0.90064806, -3.2285862, -0.33388814, 3.179309, -3.8173428, 0.14647256, -0.8400719, -1.7174158","-0.46999565, 0.15379539, 0.55283475, -0.0933437, -0.48548484, -0.375064, -0.15588233, 0.010356359, -0.00081614964, 0.10639665, -0.72544944, 0.11364317, -0.4034174, 0.35479787, 0.32579216, -0.37865162, 0.7272418, -0.10394335, -0.16187233, 0.02738389, -0.2609601, -1.0197315, 0.18834338, -0.65790457, -0.4501086, 0.09155205, -0.16604048, 0.1854067, -0.47592828, 0.073621884, 1.109619, -0.7332276, -0.094660535, -0.2617772, -0.4149109, -0.44911847, 0.1530613, 0.33489347, -0.16165099, -0.5546942, -0.36390463, -0.4263797"
